Medicine Name,Category Name,Item Type,Opening Stock,Purchase Qty,Closing Quantity
PROPYGENTA NF CREAM 20GM,OBGY,TUBE,0::0,1::0,0
PROTHIADEN 25MG STRIP OF 15 TABLETS,GENERAL MEDICINE,STRIP,1::0,3::0,1
PROTHIADEN M 50MG TAB 15'S,GENERAL MEDICINE,STRIP,0::0,1::0,0
PROZOLE ADHESIVE FELT,HOSPITAL CPMH,PADS,1::0,2::0,1
PUC 650MG STRIP OF 10 TABLETS,GENERAL MEDICINE,STRIP,10::1,83::0,10
PULMOCARE STRAWBERRY FLAVOUR TIN OF 200GM POWDER,ENT,BOX,4::0,42::0,0
PYLOFLUSH CAPSULE 10'S,GENERAL MEDICINE,STRIP,1::0,8::0,1
PYRIGESIC 1GM TABLET,GENERAL MEDICINE,STRIP,3::0,6::0,0
PYRITEC 650MG TAB,GENERAL MEDICINE,STRIP,4::2,39::0,4
PYROLATE INJ 10ML,GENERAL MEDICINE,AMPOULE,0::0,6::0,0
PYROLATE INJ 1ML,GENERAL MEDICINE,AMPOULE,33::0,218::0,0
QLINK PD 75/20,GENERAL MEDICINE,TAB,4::5,119::0,21
QMAX IV,GENERAL MEDICINE,INFUSION,0::0,2::0,0
QNOX 0.6,GENERAL MEDICINE,INJ,2::0,38::0,2
QRVITA GOLD,GENERAL MEDICINE,SACHET,0::0,350::0,57
QUALGUT,GENERAL SURGERY,1.0  4242,2::0,3::0,2
QUALGUT,GENERAL SURGERY,2.0  4241,1::0,3::0,1
QUALGUT NO 1,GENERAL SURGERY,SUT,7::0,18::0,7
QUTAN 25MG TABLET,GENERAL MEDICINE,STRIP,0::0,1::0,0
R.L.,HOSPITAL CPMH,INFUSION,0::0,25::0,0
RABALKEM D STRIP OF 10 TABLETS,GENERAL MEDICINE,STRIP,0::3,20::0,0
RABEBLES 20MG TAB 10'S,GENERAL MEDICINE,STRIP,0::3,0::0,0
RABECID DSR,GENERAL MEDICINE,CAP,50::6,100::0,9
RABEFRESH DSR CAPSULE,GENERAL MEDICINE,STRIP,0::0,5::0,0
RABEMAC OS,GENERAL MEDICINE,SYP,0::0,4::0,0
RABESEC 20MG STRIP OF 10 TABLETS,GENERAL MEDICINE,STRIP,3::5,0::0,3
RABESEC D STRIP OF 10 TABLETS,GENERAL MEDICINE,STRIP,1::0,10::0,1
RABEZOL DSR CAPSULE,GENERAL MEDICINE,STRIP,0::7,20::0,0
RABI D STRIP OF 10 TABLETS,GENERAL MEDICINE,STRIP,0::6,10::0,0
RABLET IT CAPSULE,GENERAL MEDICINE,STRIP,0::2,1::0,0
RABSUN D,GENERAL MEDICINE,CAP,1::2,60::0,1
RABSUN DSR,GENERAL MEDICINE,CAP,0::0,60::0,0
RABZES D,GENERAL MEDICINE,TAB,0::4,11::0,0
RAHADINE 10% SOLUTION,GENERAL SURGERY,100ML,4::0,6::0,4
RAMADINE 10% SOLU 100ML,GENERAL MEDICINE,BOTTLE,2::0,22::0,2
RAMADINE 7.5% SCRUB 100ML,GENERAL MEDICINE,BOTTLE,0::0,3::0,0
RANIDOM MPS SUSPENSION 170ML,GENERAL MEDICINE,BOTTLE,4::0,163::0,3
RANIDOM O ORANGE FLAV SF SUSP 200ML,GENERAL MEDICINE,BOTTLE,0::0,13::0,0
RANIDOM O SF SUSPENSION 200ML,GENERAL MEDICINE,BOTTLE,2::0,18::0,1
RANIMAC,GENERAL MEDICINE,INJ,4::0,16::0,1
RANLOC INJ 2ML,GENERAL MEDICINE,AMPOULE,0::0,155::0,0
RANTAC INJECTION 2ML,GENERAL MEDICINE,AMPOULE,0::0,50::0,0
RANTAC MPS LA MINT FLAV SF SUSP 170ML,GENERAL MEDICINE,BOTTLE,0::0,1::0,1
RAPEED D,GENERAL MEDICINE,CAPSULS,1::2,25::0,1
RASHFREE CREAM 20GM,PED,TUBE,0::0,1::0,1
RAZORS,HOSPITAL CPMH,GALANT,24::0,205::0,7
RCIFAX 200MG TABLET,GENERAL MEDICINE,STRIP,0::0,4::0,0
RCIFAX 400MG TABLET,GENERAL MEDICINE,STRIP,4::2,18::0,4
REBAGEN 100MG TABLET,GENERAL MEDICINE,STRIP,5::0,6::0,5
REBEFRESH DSR,GENERAL MEDICINE,TAB,6::9,50::0,6
REBEN 20MG TAB,GENERAL MEDICINE,STRIP,0::0,1::0,0
REBEZ DSR STRIP OF 10 CAPSULES,GENERAL MEDICINE,STRIP,0::-8,280::0,0
REBONAGE,GENERAL MEDICINE,TAB,0::0,115::0,10
RECTOS BOTTLE OF 100ML ANTISEPTIC SOLUTION,GENERAL MEDICINE,BOTTLE,0::0,6::0,0
REETAC,GENERAL SURGERY,INJ,48::0,370::0,20
REGESTRONE 5MG TABLET,OBGY,STRIP,2::0,0::0,2
REGLAN INJ AMP,GENERAL MEDICINE,VIAL,2::0,20::0,0
REGLOMET,GENERAL SURGERY,INJ,9::0,60::0,46
REINFORCED TRACHEAL,GENERAL SURGERY,TUB,1::0,2::0,1
REINFORCED TRACHEAL TUBE,GENERAL SURGERY,7 NO,1::0,1::0,0
REJUSPERMIN CAP 10'S,GENERAL MEDICINE,STRIP,0::1,0::0,0
RELIDINE 10%,GENERAL SURGERY,SOLN,3::0,94::0,3
RENGOXIME,GENERAL SURGERY,INJ,1::0,5::0,0
RESPISMART N,PED,TAB,12::2,132::0,7
RL 500ML,HOSPITAL CPMH,,0::0,1::0,0
RESTYL 0.5MG STRIP OF 15 TABLETS,GENERAL MEDICINE,,0::0,1::0,0
RESWAS COUGH SYP 120ML,ENT,BOTTLE,3::0,8::0,2
RESWAS LS SYRUP 100ML,ENT,BOTTLE,2::0,11::0,2
REVELOL XL 50MG STRIP OF 15 TABLETS,GENERAL MEDICINE,,0::0,7::0,0
REVLAMER 400MG TABLET,GENERAL MEDICINE,,0::0,3::0,0
RIB BELT,ORTH,XXL,1::0,1::0,1
RIFAGUT 400MG TABLET,GENERAL MEDICINE,,0::0,27::0,1
RIFAGUT 550MG TABLET,GENERAL MEDICINE,,0::0,1::0,0
RIFAKEM 400 STRIP OF 10 TABLETS,GENERAL MEDICINE,,5::5,110::0,9
RINIFOL,GENERAL MEDICINE,,0::0,21::0,4
RINIFOL STRIP OF 10 CAPSULES,GENERAL MEDICINE,,6::9,102::0,0
RINILACT,GENERAL MEDICINE,,0::0,1::0,0
RIO D3 CAP 4'S,GENERAL MEDICINE,,0::0,120::0,0
RIO HEAVY FLOW PADS - PACK OF 6,HOSPITAL CPMH,PACK,8::0,12::0,8
RITENOV ORAL,GENERAL MEDICINE,,1::0,14::0,3
RIVABAN 10MG STRIP OF 14 TABLETS,GENERAL MEDICINE,,1::0,21::0,5
RIVABAN 20 MG,GENERAL MEDICINE,,0::0,1::0,0
RIVAXA 10MG STRIP OF 14 TABLETS,GENERAL MEDICINE,,0::0,3::0,0
RL 500ML,HOSPITAL CPMH,,158::0,4299::0,195
ROCROSE,GENERAL MEDICINE,,0::0,40::0,0
ROKFOS 5M INJECTION 100ML,GENERAL SURGERY,VIAL,0::0,3::0,0
ROLLER BANDAGE 10CM*9MTR,HOSPITAL CPMH,BANDAGE,12::0,140::0,0
ROLLER BANDAGE 15CMX5MT PACK OF 12,PED SURGERY,KIT,0::0,40::0,0
ROLLER BANDAGE SIZE 15CMX10MT,PED SURGERY,PACKET,0::0,20::0,0
ROMO ADK SIZE 28,PED SURGERY,BOX,1::0,2::0,1
ROMO VAC SET FG 10,GENERAL SURGERY,BOX,1::0,2::0,1
ROMO VAC SET FG 12,GENERAL SURGERY,BOX,0::0,6::0,0
ROMO VAC SET FG 14,GENERAL SURGERY,BOX,2::0,16::0,2
ROMO VAC SET FG 16,GENERAL SURGERY,BOX,2::0,2::0,2
ROMOADK 32 1PC,GENERAL SURGERY,PACKET,2::0,2::0,1
ROMSON FLATUS ADULT TUBE,ENT,PACKET,0::0,0::0,0
ROMSONS EXTEENA SINGLE 15 CM EXTENSION LINE 20 NO'S,GENERAL SURGERY,BOX,0::0,0::0,0
ROMSONS EXTENSION LINE 100 CM VEIN O LINE 20 NO'S,GENERAL SURGERY,BOX,0::0,0::0,0
ROMSONS FOLEY TRAC 3 WAY 20 FG FOLEY CATHETER 1 NO'S,GENERAL SURGERY,PACKET,2::0,2::0,1
ROMSONS NEL CATH FG 14 NELATON CATHETER 100 NO'S - 100 NUMBERS,GENERAL SURGERY,BOX,2::0,4::0,2
ROMSONS OXY SET TWIN BORE NASAL OXYGEN SET ADULT,ENT,PACKET,4::0,6::0,4
ROMSONS RESPIROMETER,ENT,BOX,0::0,4::0,0
ROMSONS ROMO ADK ABDOMINAL 28 FG DRAINAGE KIT 10 NO'S,ENT,BOX,1::0,1::0,1
RONIFOL,GENERAL MEDICINE,CAP,0::0,2::0,2
ROPIN HEAVY 0.75%,GENERAL SURGERY,INJ,,3::0,0
ROSEDAY F 10MG STRIP OF 10 TABLETS,GENERAL MEDICINE,STRIP,0::0,3::0,0
ROSUMAC ASP 10/75 CAP 10'S,GENERAL MEDICINE,STRIP,0::5,18::0,4
ROSUMAC ASP 20MG STRIP OF 10 CAPSULES,GENERAL MEDICINE,STRIP,4::0,4::0,4
ROSYCAP ASP 20/75MG CAP 10'S,GENERAL MEDICINE,STRIP,0::0,1::0,0
ROTAFLOW,PED SURGERY,METER,0::0,2::0,0
ROTAHALER 1'S,PED SURGERY,BOX,0::0,1::0,0
ROZAGOLD 10MG CAPSULE,GENERAL MEDICINE,STRIP,0::0,1::0,0
ROZAGOLD 20MG CAPSULE,GENERAL MEDICINE,STRIP,4::0,27::0,2
ROZAVEL 10MG STRIP OF 10 TABLETS,GENERAL MEDICINE,STRIP,3::0,4::0,3
ROZAVEL 20MG BOTTLE OF 60 TABLETS (60 TABLETS+30 TABLETS FREE),GENERAL MEDICINE,BOTTLE,0::0,2::0,2
ROZAVEL 20MG STRIP OF 10 TABLETS,GENERAL MEDICINE,STRIP,1::0,36::0,0
ROZAVEL 40MG TABLET,GENERAL MEDICINE,STRIP,1::9,5::0,1
ROZAVEL A 75MG STRIP OF 10 CAPSULES,GENERAL MEDICINE,STRIP,4::3,71::0,2
ROZAVEL F 10MG STRIP OF 10 TABLETS,GENERAL MEDICINE,STRIP,10::0,13::0,10
ROZUCOR ASP 10MG STRIP OF 10 CAPSULES,GENERAL MEDICINE,STRIP,0::0,2::0,0
RRB 10MG STRIP OF 10 TABLETS,GENERAL MEDICINE,STRIP,2::1,16::0,2
RUSCH 2 WAY SILICONE FOLEY CATHETER FG 16,PED SURGERY,PACKET,0::0,0::0,0
RUSCH FOLEY CATHETER NO 14,GENERAL SURGERY,PACKET,0::0,10::0,0
RUSCH FOLEY CATHETER NO 16,GENERAL SURGERY,PACKET,5::0,10::0,4
RUSCH FOLEY CATHETER NO 18,GENERAL SURGERY,PACKET,10::0,10::0,9
RUSCH FOLEY CATHETER,GENERAL SURGERY,NO 8,7::0,10::0,7
RUXODERM,GENERAL MEDICINE,OINT,5::0,43::0,1
RYALTRIS MONO BOTTLE OF 120MD NASAL SPRAY,ENT,BOTTLE,0::0,2::0,0
RYLE S TUBE NO.14,GENERAL SURGERY,PACKET,2::0,3::0,1
RYLE S TUBE NO.16,GENERAL SURGERY,PACKET,6::0,12::0,6
RYLE S TUBE NO.18,GENERAL SURGERY,PACKET,2::0,4::0,0
RYLES TUBE NO 14,GENERAL SURGERY,PACKET,0::0,7::0,0
RYLES TUBE NO 16,GENERAL SURGERY,TUBE,7::0,11::0,7
SAAZ DS 1GM STRIP OF 10 TABLETS,GENERAL MEDICINE,STRIP,1::0,6::0,2
SAFTI IV INFUSION SET 1,PED SURGERY,PACKET,1::0,520::0,1
SALMERO 1GM INJ 20ML,ENT,VIAL,0::0,15::0,0
SALZONE 1.5GM INJ,ENT,INJECTION,0::0,2::0,0
SAM-MB,GENERAL SURGERY,INJ,2::0,5::0,2
SANDU STRESAN,GENERAL MEDICINE,TAB,9::2,96::0,2
SATNAM LS BELT,ORTH,SMALL,1::0,1::0,1
SAZO 1000MG STRIP OF 10 TABLETS,GENERAL MEDICINE,STRIP,0::0,1::0,0
SAZO 500 MG TABLET 15,GENERAL MEDICINE,STRIP,0::0,1::0,0
SCABI FRESH WRAP OF 75GM SOAP,PED,WRAP,0::0,3::0,0
SCALP VAN SCALP VEIN SET WITH WINGS NEEDLE 22G,GENERAL SURGERY,BOX,4::0,0::0,4
SCAREND GEL 10GM,ENT,TUBE,1::0,7::0,1
SCAREND SILICONE GEL 10GM,OBGY,TUBE,1::0,2::0,0
SEDATE 30MG,GENERAL SURGERY,INJ,0::0,10::0,0
SEGO ELASTIC ABDOMINAL,OBGY,BELT,0::0,1::0,0
SEMI BROM 1.25MG STRIP OF 10 TABLETS,GENERAL MEDICINE,STRIP,0::0,2::0,0
SEPTRAN 400/80 MG SYRUP 60 ML,GENERAL MEDICINE,BOTTLE,2::0,4::0,2
SERENACE 0.5MG TABLET,GENERAL MEDICINE,STRIP,0::0,1::0,0
SERENACE INJ 1ML,GENERAL MEDICINE,AMPOULE,0::0,2::0,0
SERJUN POWDER FREE GLOUSE 6.5,HOSPITAL CPMH,BOTTLE,0::0,12::0,0
SEROFLO 500MCG ROTACAPS,ENT,BOX,0::0,1::0,0
SERTA 50MG,ENT,STRIP,0::0,1::0,0
SHELCAL 250MG TABLET,GENERAL MEDICINE,STRIP,0::10,2::0,0
SHELCAL 500MG STRIP OF 15 TABLETS,GENERAL MEDICINE,STRIP,1::0,6::0,1
SHELCAL HD 12 TABLET,GENERAL MEDICINE,STRIP,0::0,7::0,0
SHELCAL HD STRIP OF 15 TABLETS,GENERAL MEDICINE,STRIP,0::0,10::0,0
SHELCAL XT STRIP OF 15 TABLETS,GENERAL MEDICINE,STRIP,0::5,1::0,0
SIBELIUM 10MG STRIP OF 30 TABLETS,GENERAL MEDICINE,STRIP,0::0,1::0,0
SIBELIUM 5MG STRIP OF 30 TABLETS,GENERAL MEDICINE,STRIP,0::0,2::0,1
SICRIPTIN 1.25MG TABLET,GENERAL MEDICINE,STRIP,0::0,14::0,3
SILICON NIPPLE,PED,BOX,2::0,8::0,1
SILICONE CATHETER,GENERAL SURGERY,FOLY,0::0,1::0,0
SILICONE FOLEY CATHETER NO.14 FR,GENERAL SURGERY,PACKET,0::0,5::0,0
SILODAL 8MG STRIP OF 10 TABLETS,GENERAL MEDICINE,STRIP,0::0,1::0,0
SILODOL D 8,GENERAL MEDICINE,CAP,0::0,1::0,0
SILOFAST 8 STRIP OF 15 CAPSULES,GENERAL MEDICINE,STRIP,0::0,2::0,0
SILVEREX IONIC CREAM 100 GM,GENERAL MEDICINE,TUBE,0::0,2::0,0
SILVEREX IONIC GEL 10GM,GENERAL MEDICINE,TUBE,0::0,6::0,2
SILVEREX SSD TUBE OF 10GM CREAM,GENERAL MEDICINE,TUBE,0::0,1::0,0
SILVEREX SSD TUBE OF 20GM CREAM,GENERAL MEDICINE,TUBE,0::0,2::0,0
SINAREST AF BOTTLE OF 15ML DROPS,ENT,BOTTLE,0::0,2::0,0
SINAREST AF NEW BOTTLE OF 15ML DROPS,ENT,BOTTLE,0::0,1::0,0
SINAREST AF NEW BOTTLE OF 60ML SYRUP,ENT,BOTTLE,1::0,4::0,1
SINAREST BOTTLE OF 75ML SYRUP,ENT,BOTTLE,0::0,6::0,0
SINAREST NEW STRIP OF 15 TABLETS,ENT,STRIP,5::9,37::0,4
SINAREST PAED DROPS 15ML,ENT,BOTTLE,0::0,4::0,0
SINAREST SUSPENSION 60 ML,ENT,BOTTLE,3::0,5::0,1
SINAREST VAPOCAPS,ENT,STRIP,0::5,2::0,0
SIOTONE STRIP OF 10 CAPSULES,GENERAL MEDICINE,STRIP,0::0,1::0,0
SIRI,ENT,SYP,0::0,12::0,0
SITADAY 50,GENERAL MEDICINE,TAB,0::5,2::0,0
SITAGLO 50,GENERAL MEDICINE,TAB,0::0,2::0,0
SITAXA 100MG,GENERAL MEDICINE,TAB,3::0,29::0,3
SITAXA D 10/100,GENERAL MEDICINE,TAB,2::0,5::0,0
SITAXA D 10/50,GENERAL MEDICINE,TAB,0::0,3::0,0
SITAXA M 50/1000,GENERAL MEDICINE,TAB,1::1,15::0,1
SITAXA M 50/500,GENERAL MEDICINE,TAB,4::7,42::0,4
SITAZIT M ER 500,GENERAL MEDICINE,TAB,0::5,1::0,0
SITCOM FORTE STRIP OF 14 TABLETS,GENERAL MEDICINE,STRIP,0::0,1::0,0
SKICEF 1500 MG INJECTION 1 ML,GENERAL MEDICINE,INJECTION,12::0,70::0,10
SKIN,GENERAL SURGERY,MARKAR,0::0,2::0,1
SKIN GRAFT KNIFE BLADE,GENERAL SURGERY,BOX,0::0,3::0,1
SKIN RAZOR V PREP,GENERAL SURGERY,1,0::0,42::0,0
SKIN STAPLES W 35,GENERAL SURGERY,BOX,2::0,14::0,2
SKIN STEPLAR 35W 1'S,GENERAL SURGERY,PACKET,1::0,5::0,1
SKINSHINE SOAP,HOSPITAL CPMH,WRAP,1::0,5::0,1
SMILE,GENERAL MEDICINE,BALL,0::0,2::0,1
SOBISIS 500MG STRIP OF 10 TABLETS,GENERAL MEDICINE,STRIP,0::0,1::0,0
SOBISIS 500MG,ENT,TAB,0::0,1::0,0
SOBISIS FORTE 1GM STRIP OF 10 TABLETS,ENT,STRIP,0::0,1::0,0
SODAC INJ 25ML,ORTH,INFUSION,0::0,5::0,5
SODIUM BICARBONATE 7.5% INJ,GENERAL MEDICINE,INJECTION,0::0,1::0,0
SODIUM BICARBONATE INJ 10ML,GENERAL MEDICINE,INJECTION,8::0,20::0,3
SOFFICIN,ENT,CREAM,0::0,1::0,0
SOFRAMYCIN SKIN CREAM 30GM,GENERAL MEDICINE,TUBE,5::0,116::0,6
SOFT ROLL 10CM,GENERAL SURGERY,PACKET,0::0,19::0,0
SOFT ROLL 15CM,GENERAL SURGERY,PACKET,6::0,45::0,6
SOLIWAX A EAR DROPS 10ML,ENT,BOTTLE,2::0,5::0,0
SOLIWAX EAR DROPS,ENT,BOTTLE,1::0,50::0,2
SOLSPRE NASAL SPRAY 100ML,ENT,BOTTLE,1::0,11::0,1
SOLUS  LNWB 2180,GENERAL SURGERY,180CM,7::0,73::0,6
SOLUS 1.0 RC,GENERAL SURGERY,SUTURES,0::0,3::0,0
SOLUS 2-0 910,ENT,120CM,10::0,12::0,9
SOLUS 2.0 RB(2317)VICRYL,GENERAL SURGERY,SUTURES,13::0,48::0,12
SOLUS 2.0 RC 2382,GENERAL SURGERY,SUTURS,1::0,16::0,1
SOLUS NO 1,GENERAL SURGERY,2347 SUTUR,5::0,12::0,5
SORBITRATE 10MG STRIP OF 40 TABLETS,GENERAL MEDICINE,STRIP,0::0,1::0,0
SORBITRATE 5MG STRIP OF 40 TABLETS,GENERAL MEDICINE,STRIP,0::0,3::0,0
SOSRANE INJ 100ML,GENERAL MEDICINE,INJECTION,0::0,4::0,0
SOSRANE INJ 250ML,GENERAL MEDICINE,INJECTION,0::0,2::0,0
SPINAL,GENERAL SURGERY,NEEDLE,19::0,65::0,25
SPINAL,GENERAL SURGERY,NEEDLE,7::0,105::0,4
SPINAL NEEDLE 23,GENERAL SURGERY,NEE,20::0,35::0,19
SPINAL NEEDLE WITH CONICAL TIP 24G X 3.5 INCH 50 NO'S,GENERAL SURGERY,BOX,0::0,0::0,0
SPINAL NEEDLE WITH CONICAL TIP 26G X 3.5 INCH 50 NO'S,GENERAL SURGERY,BOX,1::0,5::0,1
SPIROMETER,GENERAL SURGERY,PACKET,3::0,24::0,3
SPLINT NO 3,GENERAL SURGERY,BOX,6::0,12::0,5
SPLINT PED NO 1,GENERAL SURGERY,BOX,1::0,1::0,1
SPORLAC DS 120M STRIP OF 20 TABLETS,GENERAL MEDICINE,STRIP,0::12,3::0,2
SPORLAC GG,GENERAL MEDICINE,GRANULES,0::0,10::0,0
STALOPAM PLUS STRIP OF 15 TABLETS,GENERAL MEDICINE,STRIP,1::0,1::0,1
STAMLO 10MG STRIP OF 30 TABLETS,GENERAL MEDICINE,STRIP,2::5,6::0,2
STAMLO 2.5 STRIP OF 30 TABLETS,GENERAL MEDICINE,STRIP,0::0,0::0,0
STAMLO 2.5MG TABLET 30'S,GENERAL MEDICINE,STRIP,3::20,2::0,3
STAMLO 5MG STRIP OF 30 TABLETS,GENERAL MEDICINE,STRIP,0::5,54::0,4
STAMLO BETA 50MG STRIP OF 15 TABLETS,GENERAL MEDICINE,STRIP,1::10,9::0,1
STAMLO D STRIP OF 15 TABLETS,GENERAL MEDICINE,STRIP,0::0,1::0,1
STARGUT CHROMIC CATGUT 0 RB FN 4221,GENERAL MEDICINE,BOX,5::0,5::0,3
STAYFREE SECURE COTTONY PAD 4'S,GENERAL MEDICINE,PACKET,0::0,25::0,0
STEMETIL,GENERAL SURGERY,INJ,0::0,8::0,6
STEMETIL MD 5MG STRIP OF 15 TABLETS,GENERAL MEDICINE,STRIP,2::2,17::0,3
STERILLIUM HAND RUB 500 ML,HOSPITAL CPMH,PACKET,3::0,11::0,1
STERILLIUM SOLU 100ML,HOSPITAL CPMH,BOTTLE,0::0,32::0,17
STICOM,GENERAL MEDICINE,3,0::0,1::0,0
STILOZ 100MG TAB 15'S,GENERAL MEDICINE,STRIP,3::10,7::0,2
STILOZ 50MG TAB 15'S,GENERAL MEDICINE,STRIP,2::13,41::0,5
STIMUCOR 2.5MG STRIP OF 5 TABLETS,GENERAL MEDICINE,STRIP,4::0,39::0,4
STON 1B6 1100/375MG BOTTLE OF 200ML SOLUTION,GENERAL MEDICINE,BOTTLE,11::0,237::0,6
STONVIL CAPSULE,GENERAL MEDICINE,STRIP,11::16,382::0,7
STONVIL SYP,GENERAL MEDICINE,BOTTLE,0::0,5::0,0
STRECHMIN OINTMENT 50 GM,GENERAL MEDICINE,TUBE,1::0,2::0,1
STRECHMIN STRETCH MARKS CREAM 50GM,GENERAL MEDICINE,TUBE,0::0,2::0,0
STROCIT 250 MG INJECTION 1 ML,GENERAL MEDICINE,INJECTION,0::0,0::0,0
STROCIT INJ 2ML,GENERAL MEDICINE,AMPOULE,4::0,0::0,4
STROCIT PLUS TABLET,GENERAL MEDICINE,STRIP,2::0,4::0,2
STUGERON 25MG STRIP OF 25 TABLETS,GENERAL MEDICINE,STRIP,2::23,22::0,1
STUGERON PLUS TABLET,GENERAL MEDICINE,STRIP,2::0,8::0,0
SUCOL INJECTION 10ML,GENERAL MEDICINE,VIAL,4::0,5::0,4
SUCRAFIL O GEL 200ML,PED,BOTTLE,0::0,23::0,2
SUCROSON INJ 5ML,GENERAL MEDICINE,AMP,25::0,85::0,21
SUCTION CATH NO 8,GENERAL SURGERY,PACKET,9::0,15::0,7
SUCTION CATHE 14,GENERAL SURGERY,PACKET,1::0,10::0,4
SUFRATE LA CREAM,GENERAL MEDICINE,TUBE,0::0,1::0,0
SUJAT CAP,GENERAL MEDICINE,STRIP,0::0,1::0,0
SUMO L 650MG STRIP OF 15 TABLETS,GENERAL MEDICINE,STRIP,2::9,19::0,2
SUMO L ER 650MG STRIP OF 10 TABLETS,GENERAL MEDICINE,STRIP,4::0,6::0,4
SUMO L PLUS 250 MG SUSPENSION 60 ML,GENERAL MEDICINE,BOTTLE,0::0,10::0,0
SUNARIN CAP,GENERAL MEDICINE,STRIP,6::25,31::0,6
SUPACEF 1.5GM INJ,GENERAL MEDICINE,DRY VIAL,8::0,85::0,8
SUPACEF 750MG INJ,GENERAL MEDICINE,DRY VIAL,7::0,10::0,3
SUPER CARE LARGE,GENERAL MEDICINE,LS BELT,2::0,2::0,2
SUPRACAL 2000,GENERAL MEDICINE,TAB,1::0,18::0,6
SUPRACAL HD STRIP OF 15 TABLETS,GENERAL MEDICINE,STRIP,5::8,147::0,3
SUPRACAL XT TAB,GENERAL MEDICINE,STRIP,0::5,1::0,0
SUPRADYN DAILY MULTIVITAMIN TABLETS 15S,GENERAL MEDICINE,STRIP,0::0,2::0,2
SUPRADYN MULTIVITAMIN TABLETS STRIP OF 15 'S,GENERAL MEDICINE,BOX,4::5,29::0,0
SUPRIDOL INJ 1ML,GENERAL MEDICINE,AMPOULE,0::0,101::0,0
SUPRIDOL INJ 2ML,GENERAL MEDICINE,AMPOULE,0::0,30::0,0
SURFAZ SN 0.025/0.5/1 % CREAM 7 GM,GENERAL MEDICINE,TUBE,0::0,4::0,0
GENERAL SURGERY BLADE 11,GENERAL SURGERY,PACKET,4::0,50::0,12
GENERAL SURGERY BLADE 15,GENERAL SURGERY,PACKET,27::0,120::0,2
GENERAL SURGERY BLADE 20,GENERAL SURGERY,PACKET,11::0,150::0,19
GENERAL SURGERY BLADE NO 10,GENERAL SURGERY,BOX,9::0,20::0,9
GENERAL SURGERY BLADE NO 12,GENERAL SURGERY,BOX,20::0,20::0,20
GENERAL SURGERY CAP  1 NO'S,GENERAL SURGERY,CP,122::0,2680::0,45
GENERAL SURGERY GLOVES LATEX POWDER FREE,GENERAL SURGERY,PACKET,0::0,319::0,3
GENERAL SURGERY GLOVES SIZE 7,GENERAL SURGERY,PACKET,10::0,70::0,10
SUSTEN 100MG AMPOULE OF 1ML INJECTION,GENERAL MEDICINE,AMPOULE,0::0,0::0,0
SUSTEN 100MG STRIP OF 10 CAPSULES,GENERAL MEDICINE,STRIP,0::0,6::0,0
SUSTEN 200MG STRIP OF 10 CAPSULES,GENERAL MEDICINE,STRIP,0::0,103::0,0
SUSTEN 300MG STRIP OF 10 CAPSULES,GENERAL MEDICINE,STRIP,1::5,36::0,2
SUSTEN 8% GEL 10GM,GENERAL MEDICINE,TUBE,0::0,2::0,0
SUSTEN SR 200MG TABLET,GENERAL MEDICINE,STRIP,0::0,8::0,0
SUSTEN SR 300MG TABLET,GENERAL MEDICINE,STRIP,1::0,3::0,1
SUTURE ETHILON 3-0 3328A R C TRULON,GENERAL SURGERY,PACKET,2::0,7::0,2
SUTURES TRUGUT CHROMIC CATGUT 1 RB MAYO SN 4227 ABSORBABLE SUTURE 12 NO'S,GENERAL SURGERY,BOX,0::0,7::0,0
SUTURES TRUGUT CHROMIC CATGUT 3-0 RB SN 4237 ABSORBABLE SUTURE 12 NO'S,GENERAL SURGERY,BOX,2::0,3::0,1
SUTURES TRUGUT CHROMIC CATGUT USP 2 1/2 CIRCLE ROUND BODY SN 4228T SUTURE 12 NO'S,GENERAL SURGERY,BOX,4::0,5::0,4
SYCATRYZ,GENERAL MEDICINE,SPRAY,0::0,11::0,10
SYCATRYZ,GENERAL MEDICINE,OINT,0::0,11::0,10
SYLATE 250MG TABLET,GENERAL MEDICINE,STRIP,4::3,38::0,3
SYLATE INJ 2ML,GENERAL MEDICINE,AMPOULE,5::0,13::0,5
SYLATE T 500MG TABLET,GENERAL MEDICINE,STRIP,2::0,218::0,5
SYNTOCINON INJ 1ML,GENERAL MEDICINE,INJECTION,10::0,0::0,10
SYNTRAN SB 50MG STRIP OF 10 CAPSULES,GENERAL MEDICINE,STRIP,0::5,1::0,0
SZETALO 10MG STRIP OF 15 TABLETS,GENERAL MEDICINE,STRIP,0::5,1::0,0
T BACT 2% OINT 5GM,GENERAL MEDICINE,TUBE,2::0,66::0,4
T3 LC STRIP OF 10 CAPSULES,GENERAL MEDICINE,STRIP,0::5,11::0,0
TAVERA 4.5GM INJ,GENERAL MEDICINE,INJECTION,0::0,30::0,0
TAXIM O 200MG TABLET,ENT,STRIP,3::0,112::0,4
TAXIM O CHEWABLE 200 MG TABLET 10,ENT,STRIP,0::0,4::0,0
TAXIM OF,ENT,TAB,27::9,419::0,60
TAXIM VIAL OF 1GM POWDER FOR INJECTION,GENERAL MEDICINE,DRY VIAL,14::0,481::0,28
TAZAR 2.25GM INJ,GENERAL MEDICINE,VIAL,3::0,10::0,3
TAZAR 4.5GM INJ,GENERAL MEDICINE,DRY VIAL,1::0,100::0,1
