Medicine,Opening Stock,Purchase,Sales,Closing Stock
GERIPOD 8MG CAPSULE,1::0,0,1,0
QRVITA GOLD SACHET 5GM,0::0,0,5,0
STON 1B6 1100/375MG BOTTLE OF 200ML SOLUTION,3::0,0,1,0
STONVIL CAPSULE,0::0,0,2,0
TRAMADIN PLUS TAB 10'S,0::0,0,1,0::7
ZENFLOX UTI TABLET,0::0,0,1,0::1
GUDLAX PLUS SUGAR FREE BOTTLE OF 110ML SUSPENSION,3::0,0,1,0
QRVITA GOLD SACHET 5GM,0::0,0,15,0
BETADINE 2% GARGLE MINT 50ML,0::0,0,1,0
MONTICOPE TABLET,4::5,0,1,0
WELSET COLD STRIP OF 10 TABLETS,0::0,0,1,1::5
ZADY 500MG STRIP OF 5 TABLETS,0::0,0,1,1::3
BLUVIT CZ STRIP OF 15 CHEWABLE TABLETS,0::0,0,0::5,0::12
FLAMICREPE COTTON CREPE BANDAGE 4M X 15 CM,10::0,0,1,0
NUFORCE 150MG TABLET 2'S,0::0,0,2::1,2::1
BINAFIDE  RESPULES 0.5,0::0,0,5,1
BINAFIDE DUO  RESPULES 2.5ML,0::0,0,5,0
NEBULIZER KIT MASK ADULT,4::0,0,1,0
GDRESS 25 9X25CM,0::0,0,1,2
DOLO 650MG STRIP OF 15 TABLETS,0::0,0,0::5,0::3
ESOIN DSR CAP 10S,0::0,0,0::5,0::6
REBONAGE TAB 10S,6::0,0,0::5,0
BECOZINC  CAP 30S,0::5,0,0::10,0
ESOIN DSR CAP 10S,0::0,0,1,0::6
INSTACAL K27 TAB 10,0::0,0,0::5,0::1
LEVOFLOX 500MG TABLET,10::5,0,1,2::1
REBONAGE TAB 10S,6::0,0,1,0
ZADY 500MG STRIP OF 5 TABLETS,0::0,0,1,1::3
BETADINE 2% GARGLE MINT 50ML,0::0,0,1,0
THROMBOPHOB OINT 20GM,7::0,0,1,4
ADULT DIAPER PULL UPS XL DIAPER 1,10::0,0,1,8
EMESET 2MG INJ 4ML,0::0,0,2,0
NEOMOL INJ 100ML,100::0,0,2,0
CHOLTRAN SACH 5GM,0::0,0,1,3
EVION 400MG STRIP OF 20 CAPSULE,0::0,0,0::6,0::14
HEPAMERZ SYP 60ML,0::0,0,1,0
HEPAMERZ SYP 60ML,0::0,1,0,0
DIGERAFT MINT FLAVOUR SUSPENSION - 150 ML,0::0,0,1,0
FERICA XT TOTAL TAB 10,13::0,0,3,0
TRICIUM XT BOTTLE OF 30 TABLETS,20::0,0,1,0
BABY POWDER - 50 GM,0::0,0,1,0
ARGIHOPE 1000MG TABLET,0::0,0,1,0
DUVADILAN RETARD 40MG CAP,0::0,0,1,0::5
GRANIFORCE MD TABLET,5::0,0,1,0
SUPRACAL HD STRIP OF 15 TABLETS,0::0,0,0::10,0
DISPOVAN SYRINGE 10ML,161::0,0,0,0
DISPOVAN SYRINGE 2.5 ML,246::0,0,0,0
DISPOVAN SYRNGE 5ML,593::0,0,0,405
DUVADILAN RETARD 40MG CAP,0::0,0,0,0::5
NEEDLE NO.18*1.5,180::0,0,0,0
NEOMIT 2 MG  INJ 2ML,0::0,0,0,34
NS 100ML INJECTION 100 MILLILITRE,420::0,0,0,1
TRAMADOL 100 MG INJECTION 2 ML,0::0,0,0,71
CEFTROZY 1000MG VIAL OF 1GM POWDER FOR INJECTION,283::0,0,0,1
MVI AMPOULE OF 10ML INJECTION,45::0,0,5,0
NEOMIT 2 MG  INJ 2ML,0::0,0,0,34
REETAC INJ 2ML,65::0,0,0,0
ACICA MR TAB 10S,16::4,0,1,20::6
ESOIN DSR CAP 10S,0::0,0,1,0::6
MEDIARAT RIB  BELT  UNI,3::0,0,1,2
EASY FIX [CLINIPLAST CANNULA FIXATOR BANDAGE 1,0::0,0,1,23
KITKATH+ IV CANNULA WITH INJECTION PORT 22G,29::0,0,1,1
3 WAY STOP COCK 1'S,54::0,0,1,10
CEFTROZY 1000MG VIAL OF 1GM POWDER FOR INJECTION,283::0,0,3,1
DISPOVAN SYRINGE 10ML,161::0,0,5,0
DISPOVAN SYRINGE 2.5 ML,246::0,0,5,0
DISPOVAN SYRNGE 5ML,593::0,0,5,405
DNS BOTTLE 500 MILLILITRE,75::0,0,4,0
I.V SET 1,0::0,0,2,62
KITKATH+ IV CANNULA WITH INJECTION PORT 20G,0::0,0,1,0
KITKATH+ IV CANNULA WITH INJECTION PORT 22G,29::0,0,1,1
NEOMIT 2 MG  INJ 2ML,0::0,0,3,34
NS 100ML INJECTION 100 MILLILITRE,420::0,0,6,1
PANTORIDE INJ 40MG,332::0,0,3,1
RL 500ML BOTTLE 500 MILLILITRE,125::0,0,4,0
TRAMADOL 100 MG INJECTION 2 ML,0::0,0,3,71
WELSET COLD STRIP OF 10 TABLETS,0::0,0,1::5,1::5
CEFTROZY 1000MG VIAL OF 1GM POWDER FOR INJECTION,283::0,0,0,1
DISPOVAN SYRINGE 10ML,161::0,0,0,0
DISPOVAN SYRINGE 2.5 ML,246::0,0,0,0
DISPOVAN SYRNGE 5ML,593::0,0,0,405
NEEDLE NO.18*1.5,180::0,0,0,0
NEOMIT 2 MG  INJ 2ML,0::0,0,0,34
NS 100ML INJECTION 100 MILLILITRE,420::0,0,0,1
NS 500ML INJECTION 500 MILLILITRE,150::0,0,0,17
PANTORIDE INJ 40MG,332::0,0,0,1
RL 500ML BOTTLE 500 MILLILITRE,125::0,0,0,0
TRAMADOL 100 MG INJECTION 2 ML,0::0,0,0,71
ESOIN DSR CAP 10S,0::0,0,0::5,0::6
HETRODOX LB CAP 10S,11::0,0,1,6
QRVITA GOLD SACHET 5GM,0::0,0,10,8
ARACHITOL 6LAC INJ 1*6,19::0,0,1,0
QRVITA GOLD SACHET 5GM,0::0,0,10,8
RINIFOL  CAP 15S,2::5,0,0::10,0::8
GERIPOD 8MG CAPSULE,1::0,0,1,0
HIMALAYA LIV.52 TABLETS - 100'S,0::0,0,1,1
CEFTROZY 1000MG VIAL OF 1GM POWDER FOR INJECTION,283::0,0,0,1
DISPOVAN SYRINGE 10ML,161::0,0,0,0
DISPOVAN SYRINGE 2.5 ML,246::0,0,0,0
DISPOVAN SYRNGE 5ML,593::0,0,0,405
NEEDLE NO.18*1.5,180::0,0,0,0
NEOMIT 2 MG  INJ 2ML,0::0,0,0,34
NS 100ML INJECTION 100 MILLILITRE,420::0,0,0,1
PANTORIDE INJ 40MG,332::0,0,0,1
RL 500ML BOTTLE 500 MILLILITRE,125::0,0,0,0
TRAMADOL 100 MG INJECTION 2 ML,0::0,0,0,71
WATER FOR INJ 10ML,0::0,0,0,45
ESOIN DSR CAP 10S,0::0,0,0::5,0::6
MS SPA 80MG TAB,8::5,0,1,0::9
QRVITA GOLD SACHET 5GM,0::0,0,10,8
ZENFLOX 200MG TABLET,7::0,0,1,6
CORD CLAM BINI 1'S,61::0,0,2,57
DISPOVAN SYRINGE 2.5 ML,246::0,0,2,0
DISPOVAN SYRNGE 5ML,593::0,0,2,405
KEVIT  INJ 1ML,18::0,0,1,9
NULIFE  GLOVES 6.5 GLOVES 1,14::0,0,2,1
SURGICAL GLOVES LATEX POWDER FREE,64::0,0,2,3
ALLERCET COLD TABLET,5::0,0,0::5,10::4
ENERZIP POWDER,65::0,0,10,26
ESOIN DSR CAP 10S,0::0,0,1,0::6
ZENFLOX PLUS 200MG TABLET,0::0,0,1,0
CANDID POWDER - 50GM,0::0,0,1,0
CHICCO BABY WIPES FLIPTOP PACKET OF 72,1::0,0,1,0
CIR BED BATH WIPES 10S,39::0,0,1,11
DISPOVAN SYRINGE 10ML,161::0,0,1,0
LACTOGEN 1 POWDER 1KG TIN,0::0,0,1,2
MOUTHWASH FRESHORA MOUTHWASH,4::0,0,1,0
ALLERCET COLD TABLET,5::0,0,1::5,10::4
BLUVIT CZ STRIP OF 15 CHEWABLE TABLETS,0::0,0,0::10,0::12
QRVITA GOLD SACHET 5GM,0::0,0,10,8
ZADY 500MG STRIP OF 5 TABLETS,0::0,0,1,1::3
3 WAY STOP COCK 1'S,54::0,0,1,10
CEFTROZY 1000MG VIAL OF 1GM POWDER FOR INJECTION,283::0,0,5,1
DISPOVAN SYRINGE 10ML,161::0,0,2,0
DISPOVAN SYRINGE 2.5 ML,246::0,0,2,0
EASY FIX [CLINIPLAST CANNULA FIXATOR BANDAGE 1,0::0,0,1,23
I.V SET 1,0::0,0,2,62
KITKATH+ IV CANNULA WITH INJECTION PORT 20G,0::0,0,1,0
NEEDLE NO.18*1.5,180::0,0,2,0
NEOMIT 2 MG  INJ 2ML,0::0,0,4,34
NEOMOL INJ 100ML,100::0,0,3,0
NS 100ML INJECTION 100 MILLILITRE,420::0,0,10,1
NS 500ML INJECTION 500 MILLILITRE,150::0,0,2,17
NUROKIND GOLD INJECTION,5::0,0,3,0
PANTORIDE INJ 40MG,332::0,0,5,1
BLUVIT CZ STRIP OF 15 CHEWABLE TABLETS,0::0,0,0::10,0::12
CIPLADINE BOTTLE OF 10GM POWDER,18::0,0,1,4
EMANZEN D TABLET,21::2,0,0::5,0::2
HEALTH OK BOTTLE OF 200ML SYRUP,115::0,0,1,72
LABEBET 100MG TABLET,1::0,0,1,4::5
OKACET 10MG TABLET,6::7,0,0::3,0::6
TAXIM OF TAB 10,31::0,0,0::6,9
3 WAY STOP COCK 1'S,54::0,0,1,10
CEFTROZY 1000MG VIAL OF 1GM POWDER FOR INJECTION,283::0,0,8,1
DISPOVAN SYRINGE 10ML,161::0,0,4,0
DISPOVAN SYRINGE 2.5 ML,246::0,0,4,0
DISPOVAN SYRNGE 5ML,593::0,0,4,405
EASY FIX [CLINIPLAST CANNULA FIXATOR BANDAGE 1,0::0,0,4,23
I.V SET 1,0::0,0,2,62
KITKATH+ IV CANNULA WITH INJECTION PORT 20G,0::0,0,2,0
KITKATH+ IV CANNULA WITH INJECTION PORT 22G,29::0,0,2,1
MVI AMPOULE OF 10ML INJECTION,45::0,0,7,0
NEEDLE NO.18*1.5,180::0,0,4,0
NEOMIT 2 MG  INJ 2ML,0::0,0,8,34
NS 100ML INJECTION 100 MILLILITRE,420::0,0,8,1
NS 500ML INJECTION 500 MILLILITRE,150::0,0,6,17
REETAC INJ 2ML,65::0,0,8,0
RL 500ML BOTTLE 500 MILLILITRE,0::0,0,6,0
HIMALAYA CYSTONE TABLETS - 60'S,1::0,0,1,0
MEFTAL FORTE TAB 10S,0::0,0,0::5,0::8
PANEASE DSR CAP 10S,21::0,0,0::5,8
TAXIM OF TAB 10,31::0,0,0::6,9
ULTRAKING  TAB 15S,0::0,0,0::5,3::10
CALDIKIND PLUS STRIP OF 10 CAPSULES,0::0,0,3,0
DVIT 60K ORAL SOLUTION  5ML BOTTLE 5ML BOTTLE,32::0,0,4,32
ESOIN DSR CAP 10S,0::0,0,0::5,0::6
UBINEXT PLUS SACHET 5GM,12::0,0,1,0
UBINEXT PLUS SACHET 5GM,0::0,0,2,0
BANDY 400MG STRIP OF 10 TABLETS,0::0,0,1,0
CANDIFORCE 200MG CAP 10'S,0::0,0,1::5,0::5
TERBINAFORCE 1% DUSTING POWDER 30GM,2::0,0,1,0
TRAMADIN PLUS TAB 10'S,0::0,0,1,0::7
NOSTRA CR 10MG TAB 10'S,0::0,0,3,0::5
PANEASE DSR CAP 10S,21::0,0,0::5,8
SYLATE T 500MG TABLET,0::0,0,0::5,0::7
MONTICOPE A STRIP OF 10 TABLETS,0::0,0,0::2,1::3
PULMOCARE STRAWBERRY FLAVOUR TIN OF 200GM POWDER,0::0,0,1,0
RESPISMART N  TAB 10S,15::5,0,0::2,5::9
BINAFIDE  RESPULES 0.5,10::0,0,1,1
BINAFIDE DUO  RESPULES 2.5ML,0::0,0,1,11
NEOMOL INJ 100ML,0::0,0,3,68
NEOMIT 2 MG  INJ 2ML,0::0,0,3,36
NS 100ML INJECTION 100 MILLILITRE,0::0,0,4,501
PANTOZEE 40MG INJ,0::0,0,3,38
ESOIN DSR CAP 10S,83::0,0,1,0::6
CEFTIROL INJ 1000MG,0::0,0,2,1
NEOMIT 2 MG  INJ 2ML,0::0,0,2,36
NERVIJEN INJ 2ML,6::0,0,1,0
NS 100ML INJECTION 100 MILLILITRE,0::0,0,4,501
PANTOZEE 40MG INJ,0::0,0,2,38
A TO Z NS STRAWBERRY FLAVOUR BOTTLE OF 15ML DROPS,0::0,0,1,4
BLUVIT D3 BOTTLE OF 30ML ORAL DROPS,6::0,0,1,0
BILAMBIC M STRIP OF 10 TABLETS,0::0,0,0::5,2::5
PULMOCARE STRAWBERRY FLAVOUR TIN OF 200GM POWDER,0::0,0,1,0
RESPISMART N  TAB 10S,15::5,0,0::5,5::9
DISPOVAN SYRINGE 10ML,199::0,0,1,33
NEEDLE NO.18*1.5,500::0,0,2,452
NEOMIT 2 MG  INJ 2ML,0::0,0,3,36
NS 100ML INJECTION 100 MILLILITRE,0::0,0,2,501
NS 500ML INJECTION 500 MILLILITRE,0::0,0,2,40
REETAC INJ 2ML,14::0,0,3,0
TRAMADOL 100 MG INJECTION 2 ML,153::0,0,2,71
CHYMOFORCE PLUS TAB 15S,0::0,0,0::5,6::7
DUVADILAN RETARD 40MG CAP,0::4,0,0,5::7
LINOWIN 600MG TAB,0::0,0,0::5,20::4
BECOZINC  CAP 30S,4::25,0,0::10,1::10
ADULT DIAPER PULL UPS MEDIUM DIAPER 1 PACKET 1 PACKET,26::0,0,1,6
CHYMOTAS FORTE TABLET,0::0,0,0::10,3
AMOXYCLAV 625MG TAB 10'S,0::0,0,1,1
BECOZINC  CAP 30S,4::25,0,0::5,1::10
ESOIN DSR CAP 10S,83::0,0,1,0::6
TRAMADIN PLUS TAB 10'S,0::0,0,1,2::3
TRIS TBR TAB TAB 10 STRIP,4::5,0,1,0::-5
A TO Z NS STRAWBERRY FLAVOUR BOTTLE OF 15ML DROPS,5::0,0,1,0
BLUVIT D3 BOTTLE OF 30ML ORAL DROPS,6::0,0,1,0
DVITAL 60K STRIP OF 4 TABLETS,2::0,0,1,3
HIMALAYA CYSTONE TABLETS - 60'S,0::0,0,1,0
TRICIUM XT BOTTLE OF 30 TABLETS,25::0,0,1,6
VITAGREAT STRIP OF 10 TABLETS,10::0,0,2,2
DOXINATE 24 TABLET 15'S,0::0,0,0::10,18::5
DYDROHOPE TAB 10 TAB,9::0,0,2,0
FLYFOL D CAP 10,6::6,0,1,6::1
DVITAL 60K STRIP OF 4 TABLETS,2::0,0,1,3
ULTRAKING  TAB 15S,2::3,0,0::5,3::10
BLUVIT CZ STRIP OF 15 CHEWABLE TABLETS,5::13,0,0::5,0::12
FEBREX PLUS TAB 15,3::10,0,0::2,1::13
CHYMORAL FORTE STRIP OF 20 TABLETS,0::0,0,0::10,1::10
CYCLOFIT SP TABLET,0::0,0,1,16
ESOIN DSR CAP 10S,83::0,0,1,0::6
TOTALAX NF SYP 100ML,24::0,0,1,15
IMFIT TAB,21::1,0,0,28::6
CALDIKIND PLUS STRIP OF 10 CAPSULES,0::0,0,3,0
DVIT 60K ORAL SOLUTION  5ML BOTTLE 5ML BOTTLE,0::0,0,4,32
TRAMADIN PLUS TAB 10'S,0::0,0,0::5,2::3
COR 3D CAP 10'S,0::0,0,2,2
KEVIT  INJ 1ML,14::0,0,0,9
FEMILON TABLET,13::0,0,1,4
THYRONORM 50MCG BOTTLE OF 120 TABLETS,1::0,0,1,0
GDRESS 25 9X25CM,0::0,0,1,2
GRILINCTUS DX SYP,0::0,0,1,5
HEALTH OK BOTTLE OF 200ML SYRUP,90::0,0,1,72
PAUSE MF STRIP OF 10 TABLETS,1::0,0,0::3,0::7
DVITAL 60K STRIP OF 4 TABLETS,2::0,0,1,3
FEMILON TABLET,13::0,0,1,4
FLYFOL D CAP 10,6::6,0,2,6::1
PAN 40MG STRIP OF 15 TABLETS,0::0,0,1::5,1::10
ACICA SP TAB 10,23::9,0,1,7::9
ECOSPRIN 150MG STRIP OF 14 TABLETS,1::0,0,0::5,0::9
ESOIN DSR CAP 10S,83::0,0,1,0::6
LINOWIN 600MG TAB,0::0,0,1,20::4
STILOZ 50MG TAB 15'S,0::5,0,0::10,3::5
STON 1B6 1100/375MG BOTTLE OF 200ML SOLUTION,6::0,0,1,0
GDRESS 25 9X25CM,0::0,0,1,2
COR 3D CAP 10'S,0::0,0,1,2
DOLO 650MG STRIP OF 15 TABLETS,0::0,0,0::5,3::2
GRANIFORCE MD TABLET,12::0,0,1,4
ULTRAKING  TAB 15S,2::3,0,0::5,3::10
ZIFI 200MG TABLET,1::3,0,0::6,0::7
BETNOVATE 0.1% CREAM 20GM,0::0,0,1,3
BLUVIT CZ STRIP OF 15 CHEWABLE TABLETS,5::13,0,0::10,0::12
DOLO 650MG STRIP OF 15 TABLETS,0::0,0,0::3,3::2
ECOSPRIN 75MG STRIP OF 14 TABLETS,0::0,0,1::6,7::8
FEBREX PLUS TAB 15,3::10,0,0::3,1::13
GRANIFORCE MD TABLET,12::0,0,2,4
ZADY 500MG STRIP OF 5 TABLETS,6::3,0,0::3,1::3
DISPOVAN SYRINGE 10ML,199::0,0,0,33
DISPOVAN SYRNGE 5ML,522::0,0,0,405
NEOMIT 2 MG  INJ 2ML,0::0,0,0,36
NEOMOL INJ 100ML,0::0,0,0,68
NOVACLAV 1.2GM INJ,0::0,0,0,1
NS 100ML INJECTION 100 MILLILITRE,0::0,0,0,501
NS 500ML INJECTION 500 MILLILITRE,0::0,0,0,40
PANTOZEE 40MG INJ,0::0,0,0,38
RL 500ML BOTTLE 500 MILLILITRE,0::0,0,0,187
WATER FOR INJ 10ML,109::0,0,0,45
GRANIFORCE MD TABLET,12::0,0,2,4
RINIFOL  CAP 15S,0::0,0,0::5,3
COR 3D CAP 10'S,0::0,0,1,2
DROGYNA STRIP OF 10 TABLETS TAB 10,3::0,0,1,2
COR 3D CAP 10'S,0::0,0,0,2
DISPOVAN SYRINGE 2.5 ML,0::0,0,0,930
FEEDY FEEDING TUBE FG-07,152::0,0,0,150
IMVITA PROTIN  POWDER 200GM,9::0,0,0,11
SURGICAL GLOVES LATEX POWDER FREE,43::0,0,0,3
MEFTAL FORTE TAB 10S,6::0,0,0::3,0::8
PANEASE DSR CAP 10S,11::8,0,0::3,8
TAXIM OF TAB 10,19::2,0,0::6,9
ULTRAKING  TAB 15S,2::3,0,0::3,3::10
NUZORB  TAB 2 GM,3::10,0,1,5::10
PAN 40MG STRIP OF 15 TABLETS,0::0,0,0::10,1::10
TENOBEL TAB 10S,6::0,0,1,6::5
TORIB MR 4MG STRIP OF 10 TABLETS,6::0,0,1,8
VITANEO D3 600000 IU INJECTION 6 ML,21::0,0,1,10
ACICA MR TAB 10S,19::8,0,0::5,20::6
AMOXYCLAV 625MG TAB 10'S,0::0,0,1,1
CLARIBID 500MG STRIP OF 10 TABLETS,4::0,0,1,0
PAN 40MG STRIP OF 15 TABLETS,0::0,0,0::10,1::10
ESOIN DSR CAP 10S,83::0,0,1,0::6
RINIFOL  CAP 15S,0::0,0,0::10,3
TESS PASTE 5GM,9::0,0,1,5
IMFIT TAB,21::1,0,1,28::6
SIBELIUM 5MG STRIP OF 30 TABLETS,0::0,0,0::10,1
ALLEGRA M TABLET,3::0,0,1,1
CANDIFORCE 200MG CAP 10'S,0::0,0,1,3
NUFORCE SOAP 75GM,2::0,0,1,0
BACTOCLAV 625MG STRIP OF 10 TABLETS,0::0,0,1,0::1
MS SPA 80MG TAB,0::0,0,1,11
FLAMINGO FLAMICREPE COTTON 4 M X 10 CM CREPE BANDAGE 1 NO'S,8::0,0,1,3
CHYMOTAS FORTE TABLET,0::0,0,0::10,3
TRAMADIN PLUS TAB 10'S,0::0,0,1,2::3
CUTICELL CLASSIC  DRESSING 1 PACKET,5::0,0,1,16
CUTICELL CLASSIC  DRESSING 1 PACKET,5::0,0,1,16
ACICA SP TAB 10,23::9,0,1,7::9
BLUVIT CZ STRIP OF 15 CHEWABLE TABLETS,5::13,0,0::5,0::12
ONFUROX 500 MG TAB 10S,13::0,0,1,0
PAN 40MG STRIP OF 15 TABLETS,0::0,0,0::10,1::10
TRAMADIN PLUS TAB 10'S,0::0,0,1,2::3
CEFTIROL INJ 1000MG,0::0,0,1,1
EASY FIX [CLINIPLAST CANNULA FIXATOR BANDAGE 1,140::0,0,1,23
KITKATH+ IV CANNULA WITH INJECTION PORT 22G,100::0,0,1,57
NEOMIT 2 MG  INJ 2ML,0::0,0,2,36
NEOMOL INJ 100ML,0::0,0,2,68
NS 100ML INJECTION 100 MILLILITRE,0::0,0,2,501
TRAMADOL 100 MG INJECTION 2 ML,153::0,0,2,71
AMOXYCLAV 625MG TAB 10'S,0::0,0,1,1
ESOIN DSR CAP 10S,83::0,0,1,0::6
DABUR STRESSCOM 10 CAPS,11::9,0,2,2::5
FLAMICREPE COTTON CREPE BANDAGE 4M X 15 CM,0::0,0,1,6
BECOZINC  CAP 30S,4::25,0,0::10,1::10
BLUVIT CZ STRIP OF 15 CHEWABLE TABLETS,5::13,0,0::5,0::12
DOLO 650MG STRIP OF 15 TABLETS,0::0,0,0::10,3::2
LEVOFLOX 500MG TABLET,0::3,0,1,0::2
ULTRAHEAL TAB TAB 10,5::5,0,1,17::2
QRVITA GOLD SACHET 5GM,5::0,0,2,8
MET XL 25MG TABLET 20'S,1::14,0,0,0::14
CANDID POWDER - 50GM,0::0,0,1,6
CIR BED BATH WIPES 10S,25::0,0,1,11
EXAMINATION GLOVES LOOSE (M),0::0,0,10,2504
GAMJEE ROLL 15CM,38::0,0,2,7
NEEDLE NO.18*1.5,500::0,0,2,452
NEOMOL INJ 100ML,0::0,0,4,68
NS 100ML INJECTION 100 MILLILITRE,0::0,0,6,501
PIPETAZ INJ 4.5GM,16::0,0,4,0
DOLO 650MG STRIP OF 15 TABLETS,0::0,0,0::5,3::2
INSULIN SYRINGE 31G X 6 MM U-40 (PACK 10) 324902,9::0,0,1,3
ACICA MR TAB 10S,19::8,0,1,20::6
CALDIKIND PLUS STRIP OF 10 CAPSULES,0::0,0,1,0
ESOIN DSR CAP 10S,83::0,0,1,0::6
ONFUROX 500 MG TAB 10S,13::0,0,1,0
ULTRAHEAL TAB TAB 10,5::5,0,1,17::2
NS 500ML INJECTION 500 MILLILITRE,0::0,0,2,40
ACICA SP TAB 10,23::9,0,0::5,7::9
ESOIN DSR CAP 10S,83::0,0,0::5,0::6
RINIFOL  CAP 15S,0::0,0,0::5,3
ACICA SP TAB 10,23::9,0,0::5,7::9
AVIL  INJ 2ML INJ 2ML AMPULS,0::0,0,1,67
BLOOD SET POLYMED BLOOD SET 1,21::0,0,1,19
CEFTIROL INJ 1000MG,0::0,0,2,1
DEXALAB INJ,48::0,0,1,28
EASY FIX [CLINIPLAST CANNULA FIXATOR BANDAGE 1,140::0,0,1,23
KITKATH+ IV CANNULA WITH INJECTION PORT 22G,100::0,0,1,57
NEOMIT 2 MG  INJ 2ML,0::0,0,2,36
PANTOZEE 40MG INJ,0::0,0,2,38
AXALIN BOTTLE OF 100ML EXPECTORANT,0::0,0,1,0
MEDIART ABDOMINAL  BELT UNI(SPL),0::0,0,1,0
BACTOCLAV 625MG STRIP OF 10 TABLETS,0::0,0,1,0::1
BLUVIT CZ STRIP OF 15 CHEWABLE TABLETS,5::13,0,0::10,0::12
CHYMOFORCE PLUS TAB 15S,0::0,0,0::5,6::7
EMANZEN D TABLET,46::5,0,0::5,26::2
IMVITA PROTIN  POWDER 200GM,9::0,0,1,11
PANEASE DSR CAP 10S,11::8,0,0::5,8
QRVITA GOLD SACHET 5GM,64::0,0,5,0
CENTISORB 1 PNW 2180 1,4::0,0,1,3
CORT S 100MG INJECTION,6::0,0,1,0
DEXTOMID 100MCG INJ,10::0,0,1,7
DISPOVAN SYRINGE 10ML,199::0,0,5,33
DISPOVAN SYRINGE 2.5 ML,0::0,0,5,930
DISPOVAN SYRNGE 5ML,522::0,0,5,405
ECG LEADS,5::0,0,5,25
ET TUBE SIZE 7,2::0,0,1,1
ETHILON 2 0 NW 3336,0::0,0,2,18
ETHILON 3 0 NW 3328,12::0,0,2,7
EXAMINATION GLOVES LOOSE (M),0::0,0,20,2504
GAMJEE ROLL 15CM,38::0,0,1,7
GERMBETA BOTTLE OF 100ML SOLUTION,0::0,0,2,3
GLYCOGEM INJ 1ML,0::0,0,1,17
HETROFOL 100 INJ 10ML,1::0,0,2,3
HETROFOL INJ 200MG,2::0,0,1,0
HETROFOL INJ 200MG,0::0,0,1,0
HETROVEC INJ 4MG,0::0,0,1,9
MASK REGULAR MASK 1,336::0,0,15,114
MEZOLAM INJ 10ML,10::0,0,1,1
MYO PYROLATE INJ 5ML,0::0,0,1,6
NEEDLE NO.18*1.5,500::0,0,2,452
NS 500ML INJECTION 500 MILLILITRE,0::0,0,4,40
NULIFE GLOVES 7.5 1'S,54::0,0,5,42
PAINTAWIN  INJ 1ML,12::0,0,2,10
RL 500ML BOTTLE 500 MILLILITRE,0::0,0,3,187
SURGICAL BLADE 15,13::0,0,1,1
SURGICAL BLADE 20,16::0,0,1,9
SURGICAL CAP  1 NO'S CP 1,197::0,0,15,30
SURGICAL GLOVES LATEX POWDER FREE,43::0,0,6,3
TERMIN 30MG INJ 10ML,10::0,0,1,8
TRAMADOL 100 MG INJECTION 2 ML,153::0,0,2,71
TRANEMIC 500MG INJ,0::0,0,2,41
VICRYL 2-0 RB NW2317,6::0,0,2,4
WATER FOR INJ 10ML,109::0,0,5,45
BLUVIT CZ STRIP OF 15 CHEWABLE TABLETS,5::13,0,0::10,0::12
FERICA XT TOTAL TAB 10,13::0,0,1,16
3 WAY STOP COCK 1'S,100::0,0,1,58
CEFTIROL INJ 1000MG,0::0,0,3,1
DISPOVAN SYRINGE 10ML,199::0,0,3,33
DISPOVAN SYRINGE 2.5 ML,0::0,0,3,930
DISPOVAN SYRINGE 2.5 ML,0::0,0,3,930
EASY FIX [CLINIPLAST CANNULA FIXATOR BANDAGE 1,140::0,0,1,23
I.V SET 1,160::0,0,2,62
KITKATH+ IV CANNULA WITH INJECTION PORT 22G,100::0,0,1,57
NEEDLE NO.18*1.5,500::0,0,4,452
NEOMIT 2 MG  INJ 2ML,0::0,0,3,36
NS 100ML INJECTION 100 MILLILITRE,0::0,0,6,501
NS 500ML INJECTION 500 MILLILITRE,0::0,0,3,40
RL 500ML BOTTLE 500 MILLILITRE,0::0,0,3,187
TRAMADOL 100 MG INJECTION 2 ML,153::0,0,3,71
CHYMOTAS FORTE TABLET,0::0,0,0::10,3
CYCLOFIT SP TABLET,0::0,0,1,16
FLAMINGO FLAMICREPE COTTON 4 M X 10 CM CREPE BANDAGE 1 NO'S,8::0,0,1,3
GRANIFORCE MD TABLET,12::0,0,1::5,4
ALLERCET COLD TABLET,8::8,0,1,10::4
BACTOCLAV 625MG STRIP OF 10 TABLETS,0::0,0,0::9,0::1
ESOIN DSR CAP 10S,83::0,0,0::5,0::6
RESPISMART N  TAB 10S,15::5,0,1,5::9
ESOIN DSR CAP 10S,83::0,0,1,0::6
INSTACAL K27 TAB 10,22::0,0,1,0::1
TORIB MR 4MG STRIP OF 10 TABLETS,6::0,0,1,8
TRIS TBR TAB TAB 10 STRIP,4::5,0,1,0::-5
PRO-EASE PADS XL,2::0,0,1,6
ACICA MR TAB 10S,19::8,0,0::2,20::6
ANAFORTAN STRIP OF 15 TABLETS,0::0,0,0::10,2::10
ESOIN DSR CAP 10S,83::0,0,0,0::6
MS SPA 80MG TAB,12::4,0,1,0::9
TRAMADIN PLUS TAB 10'S,0::0,0,1,2::3
ZENFLOX PLUS 200MG TABLET,0::0,0,1,9::5
ASCORIL LS JUNIOR BOTTLE OF 60ML EXPECTORANT,4::0,0,1,1
ASTHALIN RESPULES 2.5ML 1*5,0::0,0,7,0
BACTOCLAV 375MG STRIP OF 10 TABLETS,3::5,0,1::1,0::4
